AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 1,All,2019-20,40,6.5,5.7,5.7,0,142,"2,475",> 100%
Region,Region 1,All,2019-20,41,6.5,5.8,7,0,170,"2,445",99.7%
Region,Region 1,All,2019-20,42,6.6,5.9,6.1,0,156,"2,548",> 100%
Region,Region 1,All,2019-20,43,6.7,6,5.9,0,150,"2,524",> 100%
Region,Region 1,All,2019-20,44,6.8,6.1,5,1,126,"2,542",> 100%
Region,Region 1,All,2019-20,45,7,6.2,5.8,2,145,"2,524",> 100%
Region,Region 1,All,2019-20,46,7.1,6.4,5.8,0,151,"2,596",> 100%
Region,Region 1,All,2019-20,47,7.2,6.5,6.6,0,183,"2,771",> 100%
Region,Region 1,All,2019-20,48,7.3,6.6,5.2,3,136,"2,676",> 100%
Region,Region 1,All,2019-20,49,7.5,6.8,6.5,1,170,"2,630",> 100%
Region,Region 1,All,2019-20,50,7.6,6.9,6,0,152,"2,538",> 100%
Region,Region 1,All,2019-20,51,7.8,7,6,0,152,"2,538",> 100%
Region,Region 1,All,2019-20,52,7.9,7.2,6.3,8,156,"2,583",> 100%
Region,Region 1,All,2019-20,1,8,7.3,7.1,6,162,"2,355",96%
Region,Region 1,All,2019-20,2,8.1,7.4,7.1,16,136,"2,155",87.8%
Region,Region 1,All,2019-20,3,8.2,7.5,8,17,149,"2,067",84.2%
Region,Region 1,All,2019-20,4,8.3,7.6,7.6,18,146,"2,160",88%
Region,Region 1,All,2019-20,5,8.4,7.7,8.5,26,148,"2,055",83.8%
Region,Region 1,All,2019-20,6,8.5,7.8,7.5,25,137,"2,162",88.1%
Region,Region 1,All,2019-20,7,8.5,7.8,7.7,23,140,"2,129",86.8%
Region,Region 1,All,2019-20,8,8.6,7.8,8,23,142,"2,073",84.5%
Region,Region 1,All,2019-20,9,8.6,7.9,9,33,161,"2,149",87.6%
Region,Region 1,All,2019-20,10,8.6,7.9,8.4,25,152,"2,103",85.7%
Region,Region 1,All,2019-20,11,8.6,7.9,8.8,23,156,"2,044",83.3%
Region,Region 1,All,2019-20,12,8.5,7.8,10,15,141,"1,556",63.4%
Region,Region 2,All,2019-20,40,6.9,6.4,6.4,0,273,"4,289",99.6%
Region,Region 2,All,2019-20,41,7,6.5,6.3,1,278,"4,437",> 100%
Region,Region 2,All,2019-20,42,7.1,6.6,6.7,2,294,"4,421",> 100%
Region,Region 2,All,2019-20,43,7.2,6.7,6.6,1,287,"4,339",> 100%
Region,Region 2,All,2019-20,44,7.4,6.8,6.6,2,281,"4,264",99%
Region,Region 2,All,2019-20,45,7.5,6.9,7.1,1,320,"4,547",> 100%
Region,Region 2,All,2019-20,46,7.6,7.1,6.4,0,294,"4,583",> 100%
Region,Region 2,All,2019-20,47,7.7,7.2,6.3,5,280,"4,541",> 100%
Region,Region 2,All,2019-20,48,7.8,7.3,6.2,1,272,"4,420",> 100%
Region,Region 2,All,2019-20,49,7.9,7.4,6.4,4,301,"4,781",> 100%
Region,Region 2,All,2019-20,50,8,7.5,7.2,5,334,"4,693",> 100%
Region,Region 2,All,2019-20,51,8.1,7.6,7.2,5,334,"4,693",> 100%
Region,Region 2,All,2019-20,52,8.2,7.7,7.2,12,329,"4,768",> 100%
Region,Region 2,All,2019-20,1,8.3,7.8,7.8,28,352,"4,844",> 100%
Region,Region 2,All,2019-20,2,8.4,7.9,8.2,27,363,"4,785",> 100%
Region,Region 2,All,2019-20,3,8.5,7.9,8.5,49,359,"4,784",> 100%
Region,Region 2,All,2019-20,4,8.5,8,8.3,29,369,"4,776",> 100%
Region,Region 2,All,2019-20,5,8.6,8,7.8,45,320,"4,706",> 100%
Region,Region 2,All,2019-20,6,8.6,8.1,8,46,329,"4,695",> 100%
Region,Region 2,All,2019-20,7,8.6,8.1,7.8,34,325,"4,611",> 100%
Region,Region 2,All,2019-20,8,8.6,8.1,7.7,43,309,"4,573",> 100%
Region,Region 2,All,2019-20,9,8.6,8.1,7.7,34,334,"4,773",> 100%
Region,Region 2,All,2019-20,10,8.6,8,8.3,44,338,"4,603",> 100%
Region,Region 2,All,2019-20,11,8.5,8,8.8,35,354,"4,425",> 100%
Region,Region 2,All,2019-20,12,8.5,8,10.2,28,438,"4,587",> 100%
Region,Region 3,All,2019-20,40,5.4,4.9,4.5,3,234,"5,224",97.3%
Region,Region 3,All,2019-20,41,5.4,5,4.5,1,235,"5,211",97.1%
Region,Region 3,All,2019-20,42,5.5,5,5.2,4,283,"5,520",> 100%
Region,Region 3,All,2019-20,43,5.6,5.1,5.4,1,298,"5,498",> 100%
Region,Region 3,All,2019-20,44,5.7,5.2,4.8,4,260,"5,536",> 100%
Region,Region 3,All,2019-20,45,5.8,5.3,5.1,2,278,"5,513",> 100%
Region,Region 3,All,2019-20,46,5.9,5.4,5.2,2,293,"5,663",> 100%
Region,Region 3,All,2019-20,47,6,5.5,4.8,4,268,"5,617",> 100%
Region,Region 3,All,2019-20,48,6.1,5.6,4.7,2,264,"5,709",> 100%
Region,Region 3,All,2019-20,49,6.2,5.7,5.3,3,298,"5,719",> 100%
Region,Region 3,All,2019-20,50,6.3,5.8,5.3,3,308,"5,897",> 100%
Region,Region 3,All,2019-20,51,6.4,5.9,5.3,3,308,"5,897",> 100%
Region,Region 3,All,2019-20,52,6.5,6,5.7,11,326,"5,948",> 100%
Region,Region 3,All,2019-20,1,6.5,6.1,7.2,39,388,"5,919",> 100%
Region,Region 3,All,2019-20,2,6.6,6.1,6.5,26,348,"5,735",> 100%
Region,Region 3,All,2019-20,3,6.7,6.2,6.7,28,341,"5,538",> 100%
Region,Region 3,All,2019-20,4,6.7,6.3,6.9,47,311,"5,193",96.7%
Region,Region 3,All,2019-20,5,6.8,6.3,6.5,30,304,"5,149",95.9%
Region,Region 3,All,2019-20,6,6.8,6.3,5.8,40,266,"5,281",98.4%
Region,Region 3,All,2019-20,7,6.8,6.4,6.7,42,295,"5,065",94.3%
Region,Region 3,All,2019-20,8,6.9,6.4,6.2,34,275,"4,955",92.3%
Region,Region 3,All,2019-20,9,6.9,6.4,6.4,43,275,"4,943",92.1%
Region,Region 3,All,2019-20,10,6.8,6.4,6.8,48,278,"4,794",89.3%
Region,Region 3,All,2019-20,11,6.8,6.3,6.8,59,250,"4,541",84.6%
Region,Region 3,All,2019-20,12,6.8,6.3,7.4,31,286,"4,301",80.1%
Region,Region 4,All,2019-20,40,5.5,5.2,4.9,4,586,"11,972",> 100%
Region,Region 4,All,2019-20,41,5.6,5.3,4.8,3,564,"11,818",> 100%
Region,Region 4,All,2019-20,42,5.7,5.4,5.4,4,644,"12,008",> 100%
Region,Region 4,All,2019-20,43,5.8,5.4,5.3,9,639,"12,156",> 100%
Region,Region 4,All,2019-20,44,5.9,5.5,5.4,8,640,"11,992",> 100%
Region,Region 4,All,2019-20,45,6,5.6,5.5,9,674,"12,372",> 100%
Region,Region 4,All,2019-20,46,6.1,5.7,5.6,12,686,"12,569",> 100%
Region,Region 4,All,2019-20,47,6.2,5.8,5.5,14,686,"12,778",> 100%
Region,Region 4,All,2019-20,48,6.3,5.9,5.7,27,691,"12,536",> 100%
Region,Region 4,All,2019-20,49,6.4,6,6.1,30,768,"13,062",> 100%
Region,Region 4,All,2019-20,50,6.5,6.1,6.3,37,797,"13,161",> 100%
Region,Region 4,All,2019-20,51,6.5,6.2,6.3,37,797,"13,161",> 100%
Region,Region 4,All,2019-20,52,6.6,6.3,6.5,59,803,"13,228",> 100%
Region,Region 4,All,2019-20,1,6.7,6.4,7.5,114,895,"13,449",> 100%
Region,Region 4,All,2019-20,2,6.8,6.4,7.7,113,926,"13,524",> 100%
Region,Region 4,All,2019-20,3,6.8,6.5,7.6,120,872,"13,040",> 100%
Region,Region 4,All,2019-20,4,6.9,6.5,7,110,786,"12,865",> 100%
Region,Region 4,All,2019-20,5,6.9,6.6,6.9,95,779,"12,646",> 100%
Region,Region 4,All,2019-20,6,6.9,6.6,7.3,104,804,"12,441",> 100%
Region,Region 4,All,2019-20,7,6.9,6.6,7.3,87,728,"11,096",96.4%
Region,Region 4,All,2019-20,8,6.9,6.6,6.8,86,654,"10,880",94.6%
Region,Region 4,All,2019-20,9,6.9,6.6,7,88,676,"10,907",94.8%
Region,Region 4,All,2019-20,10,6.9,6.6,6.8,75,652,"10,740",93.3%
Region,Region 4,All,2019-20,11,6.9,6.5,7.1,60,644,"9,939",86.4%
Region,Region 4,All,2019-20,12,6.8,6.5,7.6,45,568,"8,052",70%
Region,Region 5,All,2019-20,40,5.4,5,5.4,2,489,"9,171",> 100%
Region,Region 5,All,2019-20,41,5.5,5.1,5.1,6,480,"9,511",> 100%
Region,Region 5,All,2019-20,42,5.6,5.2,4.7,1,456,"9,680",> 100%
Region,Region 5,All,2019-20,43,5.7,5.2,5.2,3,494,"9,623",> 100%
Region,Region 5,All,2019-20,44,5.8,5.3,5.1,2,491,"9,652",> 100%
Region,Region 5,All,2019-20,45,5.8,5.4,5,3,490,"9,861",> 100%
Region,Region 5,All,2019-20,46,5.9,5.5,5.4,2,531,"9,830",> 100%
Region,Region 5,All,2019-20,47,6,5.6,4.7,5,457,"9,745",> 100%
Region,Region 5,All,2019-20,48,6.1,5.7,5.1,3,489,"9,686",> 100%
Region,Region 5,All,2019-20,49,6.2,5.8,5.3,7,521,"9,927",> 100%
Region,Region 5,All,2019-20,50,6.3,5.9,5.6,12,544,"9,994",> 100%
Region,Region 5,All,2019-20,51,6.4,6,5.6,12,544,"9,994",> 100%
Region,Region 5,All,2019-20,52,6.5,6.1,5.6,22,546,"10,085",> 100%
Region,Region 5,All,2019-20,1,6.6,6.2,6.6,53,633,"10,359",> 100%
Region,Region 5,All,2019-20,2,6.7,6.3,7.1,67,673,"10,410",> 100%
Region,Region 5,All,2019-20,3,6.7,6.3,6.6,36,633,"10,166",> 100%
Region,Region 5,All,2019-20,4,6.8,6.4,6.6,59,619,"10,256",> 100%
Region,Region 5,All,2019-20,5,6.9,6.4,6.9,72,633,"10,144",> 100%
Region,Region 5,All,2019-20,6,6.9,6.5,6.9,60,631,"9,988",> 100%
Region,Region 5,All,2019-20,7,6.9,6.5,6.7,76,601,"10,074",> 100%
Region,Region 5,All,2019-20,8,6.9,6.5,6.9,97,603,"10,132",> 100%
Region,Region 5,All,2019-20,9,6.9,6.5,7,119,570,"9,824",> 100%
Region,Region 5,All,2019-20,10,6.9,6.5,7.4,106,582,"9,303",> 100%
Region,Region 5,All,2019-20,11,6.9,6.5,7.6,120,514,"8,325",91.9%
Region,Region 5,All,2019-20,12,6.8,6.4,7.6,74,426,"6,544",72.2%
Region,Region 6,All,2019-20,40,5.9,5.4,5.2,4,322,"6,261",> 100%
Region,Region 6,All,2019-20,41,5.9,5.5,5.6,3,352,"6,393",> 100%
Region,Region 6,All,2019-20,42,6,5.6,6.2,2,404,"6,571",> 100%
Region,Region 6,All,2019-20,43,6.1,5.7,5.7,8,357,"6,449",> 100%
Region,Region 6,All,2019-20,44,6.2,5.8,5.5,5,353,"6,508",> 100%
Region,Region 6,All,2019-20,45,6.4,5.9,5.6,6,372,"6,794",> 100%
Region,Region 6,All,2019-20,46,6.5,6,5.9,13,388,"6,779",> 100%
Region,Region 6,All,2019-20,47,6.6,6.1,5.8,10,387,"6,875",> 100%
Region,Region 6,All,2019-20,48,6.7,6.2,6,9,402,"6,811",> 100%
Region,Region 6,All,2019-20,49,6.8,6.3,6.3,20,411,"6,794",> 100%
Region,Region 6,All,2019-20,50,6.9,6.4,6.6,24,439,"7,017",> 100%
Region,Region 6,All,2019-20,51,7,6.5,6.6,24,439,"7,017",> 100%
Region,Region 6,All,2019-20,52,7.1,6.6,7.3,32,483,"7,011",> 100%
Region,Region 6,All,2019-20,1,7.2,6.7,8.1,65,516,"7,149",> 100%
Region,Region 6,All,2019-20,2,7.3,6.8,8.7,77,555,"7,300",> 100%
Region,Region 6,All,2019-20,3,7.3,6.9,7.6,65,464,"6,942",> 100%
Region,Region 6,All,2019-20,4,7.4,6.9,7.9,43,481,"6,662",> 100%
Region,Region 6,All,2019-20,5,7.4,7,7.4,50,451,"6,755",> 100%
Region,Region 6,All,2019-20,6,7.4,7,7,59,425,"6,894",> 100%
Region,Region 6,All,2019-20,7,7.5,7,7.6,62,467,"6,916",> 100%
Region,Region 6,All,2019-20,8,7.5,7,7.3,55,426,"6,576",> 100%
Region,Region 6,All,2019-20,9,7.4,7,7.7,65,436,"6,506",> 100%
Region,Region 6,All,2019-20,10,7.4,7,7.4,64,398,"6,282",> 100%
Region,Region 6,All,2019-20,11,7.4,6.9,7.8,46,379,"5,420",88.2%
Region,Region 6,All,2019-20,12,7.3,6.9,7,26,247,"3,905",63.6%
Region,Region 7,All,2019-20,40,6.1,5.4,4.9,1,124,"2,553",> 100%
Region,Region 7,All,2019-20,41,6.2,5.5,4.6,0,118,"2,549",> 100%
Region,Region 7,All,2019-20,42,6.3,5.6,5.9,1,152,"2,590",> 100%
Region,Region 7,All,2019-20,43,6.4,5.7,5.3,1,140,"2,637",> 100%
Region,Region 7,All,2019-20,44,6.6,5.8,5.3,2,139,"2,659",> 100%
Region,Region 7,All,2019-20,45,6.7,5.9,4.7,1,123,"2,635",> 100%
Region,Region 7,All,2019-20,46,6.8,6.1,5.6,2,151,"2,748",> 100%
Region,Region 7,All,2019-20,47,7,6.2,5.4,1,151,"2,801",> 100%
Region,Region 7,All,2019-20,48,7.1,6.3,5.6,5,139,"2,553",> 100%
Region,Region 7,All,2019-20,49,7.2,6.5,6.3,7,165,"2,725",> 100%
Region,Region 7,All,2019-20,50,7.3,6.6,6.6,8,172,"2,734",> 100%
Region,Region 7,All,2019-20,51,7.4,6.7,6.6,8,172,"2,734",> 100%
Region,Region 7,All,2019-20,52,7.6,6.8,6,6,165,"2,840",> 100%
Region,Region 7,All,2019-20,1,7.6,6.9,7.3,23,185,"2,855",> 100%
Region,Region 7,All,2019-20,2,7.7,7,7.7,24,196,"2,848",> 100%
Region,Region 7,All,2019-20,3,7.8,7.1,7.9,15,203,"2,776",> 100%
Region,Region 7,All,2019-20,4,7.9,7.1,8.2,28,206,"2,859",> 100%
Region,Region 7,All,2019-20,5,7.9,7.2,8,25,200,"2,799",> 100%
Region,Region 7,All,2019-20,6,8,7.2,6.7,19,162,"2,721",> 100%
Region,Region 7,All,2019-20,7,8,7.2,7.1,24,170,"2,739",> 100%
Region,Region 7,All,2019-20,8,8,7.2,7.7,43,169,"2,744",> 100%
Region,Region 7,All,2019-20,9,8,7.2,7.6,43,161,"2,685",> 100%
Region,Region 7,All,2019-20,10,7.9,7.2,8.6,47,179,"2,623",> 100%
Region,Region 7,All,2019-20,11,7.9,7.1,8.9,40,167,"2,324",92.3%
Region,Region 7,All,2019-20,12,7.8,7.1,8,40,104,"1,809",71.8%
Region,Region 8,All,2019-20,40,5.6,4.9,5.3,0,85,"1,618",> 100%
Region,Region 8,All,2019-20,41,5.7,5.1,4.5,0,74,"1,644",> 100%
Region,Region 8,All,2019-20,42,5.9,5.2,5.5,0,96,"1,761",> 100%
Region,Region 8,All,2019-20,43,6,5.3,5.9,1,101,"1,730",> 100%
Region,Region 8,All,2019-20,44,6.2,5.5,5.2,3,84,"1,673",> 100%
Region,Region 8,All,2019-20,45,6.3,5.6,5.9,0,101,"1,721",> 100%
Region,Region 8,All,2019-20,46,6.5,5.8,4.9,1,84,"1,732",> 100%
Region,Region 8,All,2019-20,47,6.6,6,4.1,2,70,"1,740",> 100%
Region,Region 8,All,2019-20,48,6.8,6.1,5.8,1,97,"1,684",> 100%
Region,Region 8,All,2019-20,49,6.9,6.3,5.5,0,95,"1,737",> 100%
Region,Region 8,All,2019-20,50,7.1,6.4,5.8,3,99,"1,753",> 100%
Region,Region 8,All,2019-20,51,7.2,6.6,5.8,3,99,"1,753",> 100%
Region,Region 8,All,2019-20,52,7.3,6.7,5.4,7,90,"1,801",> 100%
Region,Region 8,All,2019-20,1,7.5,6.8,6.7,10,118,"1,911",> 100%
Region,Region 8,All,2019-20,2,7.6,6.9,6.8,15,113,"1,879",> 100%
Region,Region 8,All,2019-20,3,7.6,7,7.1,12,121,"1,877",> 100%
Region,Region 8,All,2019-20,4,7.7,7.1,7.6,33,105,"1,805",> 100%
Region,Region 8,All,2019-20,5,7.8,7.1,6.3,11,99,"1,751",> 100%
Region,Region 8,All,2019-20,6,7.8,7.1,7.6,20,109,"1,697",> 100%
Region,Region 8,All,2019-20,7,7.8,7.2,6.1,20,89,"1,791",> 100%
Region,Region 8,All,2019-20,8,7.8,7.1,5.8,11,98,"1,881",> 100%
Region,Region 8,All,2019-20,9,7.8,7.1,7.4,23,113,"1,828",> 100%
Region,Region 8,All,2019-20,10,7.7,7.1,8.3,22,125,"1,773",> 100%
Region,Region 8,All,2019-20,11,7.7,7,6.6,23,88,"1,677",> 100%
Region,Region 8,All,2019-20,12,7.6,6.9,8.5,18,106,"1,467",93.8%
Region,Region 9,All,2019-20,40,6,5.6,5.3,1,355,"6,742",> 100%
Region,Region 9,All,2019-20,41,6.1,5.6,5.8,2,387,"6,706",> 100%
Region,Region 9,All,2019-20,42,6.2,5.8,5.8,4,389,"6,827",> 100%
Region,Region 9,All,2019-20,43,6.3,5.9,6.1,5,404,"6,729",> 100%
Region,Region 9,All,2019-20,44,6.4,6,6.3,4,428,"6,911",> 100%
Region,Region 9,All,2019-20,45,6.6,6.1,6.2,6,442,"7,222",> 100%
Region,Region 9,All,2019-20,46,6.7,6.2,6,4,413,"6,940",> 100%
Region,Region 9,All,2019-20,47,6.8,6.4,6,5,418,"7,008",> 100%
Region,Region 9,All,2019-20,48,6.9,6.5,5.7,11,387,"6,957",> 100%
Region,Region 9,All,2019-20,49,7.1,6.6,6.6,21,467,"7,369",> 100%
Region,Region 9,All,2019-20,50,7.2,6.7,6.8,14,478,"7,213",> 100%
Region,Region 9,All,2019-20,51,7.3,6.8,6.8,14,478,"7,213",> 100%
Region,Region 9,All,2019-20,52,7.4,7,6.5,29,456,"7,467",> 100%
Region,Region 9,All,2019-20,1,7.5,7.1,8.3,50,602,"7,856",> 100%
Region,Region 9,All,2019-20,2,7.6,7.1,7.5,59,539,"7,926",> 100%
Region,Region 9,All,2019-20,3,7.7,7.2,8.8,76,612,"7,806",> 100%
Region,Region 9,All,2019-20,4,7.7,7.3,8.4,85,568,"7,790",> 100%
Region,Region 9,All,2019-20,5,7.8,7.3,7.9,74,526,"7,603",> 100%
Region,Region 9,All,2019-20,6,7.8,7.4,8.3,79,574,"7,837",> 100%
Region,Region 9,All,2019-20,7,7.9,7.4,8.5,94,546,"7,531",> 100%
Region,Region 9,All,2019-20,8,7.9,7.4,8.3,81,561,"7,706",> 100%
Region,Region 9,All,2019-20,9,7.9,7.4,8.2,85,534,"7,578",> 100%
Region,Region 9,All,2019-20,10,7.8,7.4,8.3,71,558,"7,540",> 100%
Region,Region 9,All,2019-20,11,7.8,7.3,8.3,63,515,"6,947",> 100%
Region,Region 9,All,2019-20,12,7.7,7.3,8.3,38,475,"6,169",93.5%
Region,Region 10,All,2019-20,40,5.3,4.7,4.4,1,93,"2,147",> 100%
Region,Region 10,All,2019-20,41,5.4,4.9,5.2,0,111,"2,146",> 100%
Region,Region 10,All,2019-20,42,5.6,5,4.6,0,102,"2,203",> 100%
Region,Region 10,All,2019-20,43,5.7,5.1,5.2,1,115,"2,229",> 100%
Region,Region 10,All,2019-20,44,5.8,5.3,4.7,0,105,"2,243",> 100%
Region,Region 10,All,2019-20,45,6,5.4,5.2,1,117,"2,279",> 100%
Region,Region 10,All,2019-20,46,6.1,5.5,4.7,3,103,"2,244",> 100%
Region,Region 10,All,2019-20,47,6.3,5.7,4.6,4,93,"2,110",> 100%
Region,Region 10,All,2019-20,48,6.4,5.9,4.5,3,97,"2,206",> 100%
Region,Region 10,All,2019-20,49,6.6,6,5.1,6,109,"2,246",> 100%
Region,Region 10,All,2019-20,50,6.7,6.1,5.6,4,123,"2,276",> 100%
Region,Region 10,All,2019-20,51,6.9,6.3,5.6,4,123,"2,276",> 100%
Region,Region 10,All,2019-20,52,7,6.4,5.8,11,118,"2,225",> 100%
Region,Region 10,All,2019-20,1,7.1,6.5,7.4,25,142,"2,264",> 100%
Region,Region 10,All,2019-20,2,7.2,6.6,6.5,20,135,"2,400",> 100%
Region,Region 10,All,2019-20,3,7.3,6.7,6.7,22,136,"2,375",> 100%
Region,Region 10,All,2019-20,4,7.4,6.8,6.1,13,128,"2,300",> 100%
Region,Region 10,All,2019-20,5,7.4,6.8,5.9,15,117,"2,241",> 100%
Region,Region 10,All,2019-20,6,7.5,6.9,6.1,15,124,"2,276",> 100%
Region,Region 10,All,2019-20,7,7.5,6.9,6.5,14,136,"2,294",> 100%
Region,Region 10,All,2019-20,8,7.5,6.9,6.1,15,121,"2,225",> 100%
Region,Region 10,All,2019-20,9,7.5,6.9,6.9,20,130,"2,189",> 100%
Region,Region 10,All,2019-20,10,7.5,6.9,7.6,27,142,"2,217",> 100%
Region,Region 10,All,2019-20,11,7.4,6.8,7.8,22,136,"2,013",98.8%
Region,Region 10,All,2019-20,12,7.3,6.7,9.6,16,139,"1,612",79.1%
Region,Region 1,All,2018-19,40,6.4,5.7,6.2,0,156,"2,521",> 100%
Region,Region 1,All,2018-19,41,6.4,5.7,5.2,0,131,"2,503",> 100%
Region,Region 1,All,2018-19,42,6.5,5.8,7.1,1,187,"2,646",> 100%
Region,Region 1,All,2018-19,43,6.6,5.9,6,3,150,"2,558",> 100%
Region,Region 1,All,2018-19,44,6.7,6,5.8,0,152,"2,618",> 100%
Region,Region 1,All,2018-19,45,6.9,6.2,6.6,2,162,"2,490",> 100%
Region,Region 1,All,2018-19,46,7,6.3,6.4,0,165,"2,561",> 100%
Region,Region 1,All,2018-19,47,7.1,6.4,6.4,1,160,"2,535",> 100%
Region,Region 1,All,2018-19,48,7.3,6.5,6.8,3,169,"2,512",> 100%
Region,Region 1,All,2018-19,49,7.4,6.7,6.5,6,173,"2,747",> 100%
Region,Region 1,All,2018-19,50,7.5,6.8,6.3,2,162,"2,601",> 100%
Region,Region 1,All,2018-19,51,7.7,6.9,6.3,3,171,"2,767",> 100%
Region,Region 1,All,2018-19,52,7.8,7.1,7.2,3,193,"2,711",> 100%
Region,Region 1,All,2018-19,1,7.9,7.2,7.5,12,190,"2,681",> 100%
Region,Region 1,All,2018-19,2,8,7.3,8.1,14,208,"2,753",> 100%
Region,Region 1,All,2018-19,3,8.1,7.4,9,20,238,"2,858",> 100%
Region,Region 1,All,2018-19,4,8.2,7.5,8.4,25,220,"2,911",> 100%
Region,Region 1,All,2018-19,5,8.3,7.6,8.6,28,216,"2,824",> 100%
Region,Region 1,All,2018-19,6,8.3,7.6,8.5,23,217,"2,814",> 100%
Region,Region 1,All,2018-19,7,8.4,7.7,9.4,32,233,"2,830",> 100%
Region,Region 1,All,2018-19,8,8.4,7.7,8.6,37,204,"2,806",> 100%
Region,Region 1,All,2018-19,9,8.5,7.7,9.1,35,218,"2,790",> 100%
Region,Region 1,All,2018-19,10,8.5,7.7,7.3,29,172,"2,762",> 100%
Region,Region 1,All,2018-19,11,8.4,7.7,8.7,36,200,"2,707",> 100%
Region,Region 1,All,2018-19,12,8.4,7.7,7,16,171,"2,670",> 100%
Region,Region 1,All,2018-19,13,8.4,7.7,7.6,25,185,"2,746",> 100%
Region,Region 1,All,2018-19,14,8.3,7.6,7.3,20,181,"2,757",> 100%
Region,Region 1,All,2018-19,15,8.2,7.5,8.1,23,191,"2,643",> 100%
Region,Region 1,All,2018-19,16,8.2,7.4,7.8,16,188,"2,622",> 100%
Region,Region 1,All,2018-19,17,8.1,7.3,7.6,11,181,"2,532",> 100%
Region,Region 1,All,2018-19,18,8,7.2,7.4,6,182,"2,552",> 100%
Region,Region 1,All,2018-19,19,7.8,7.1,6,3,145,"2,455",> 100%
Region,Region 1,All,2018-19,20,7.7,7,6.3,3,147,"2,383",97.1%
Region,Region 1,All,2018-19,21,7.6,6.9,6.5,3,155,"2,419",98.6%
Region,Region 1,All,2018-19,22,7.5,6.7,6.4,3,149,"2,392",97.5%
Region,Region 1,All,2018-19,23,7.3,6.6,6.2,0,156,"2,499",> 100%
Region,Region 1,All,2018-19,24,7.2,6.5,7,0,161,"2,307",94%
Region,Region 1,All,2018-19,25,7.1,6.4,6.5,1,157,"2,432",99.1%
Region,Region 1,All,2018-19,26,6.9,6.2,5.9,1,142,"2,437",99.3%
Region,Region 1,All,2018-19,27,6.8,6.1,6.4,0,158,"2,481",> 100%
Region,Region 1,All,2018-19,28,6.7,6,5.9,0,140,"2,353",95.9%
Region,Region 1,All,2018-19,29,6.6,5.9,6.4,1,150,"2,374",96.8%
Region,Region 1,All,2018-19,30,6.5,5.8,6,0,146,"2,446",99.7%
Region,Region 1,All,2018-19,31,6.5,5.7,5.8,0,136,"2,336",95.2%
Region,Region 1,All,2018-19,32,6.4,5.7,4.7,0,115,"2,470",> 100%
Region,Region 1,All,2018-19,33,6.3,5.6,5.4,2,124,"2,336",95.2%
Region,Region 1,All,2018-19,34,6.3,5.6,5.3,0,126,"2,372",96.7%
Region,Region 1,All,2018-19,35,6.3,5.6,5.8,0,141,"2,448",99.8%
Region,Region 1,All,2018-19,36,6.3,5.6,5.3,0,122,"2,317",94.4%
Region,Region 1,All,2018-19,37,6.3,5.6,5.2,0,123,"2,388",97.3%
Region,Region 1,All,2018-19,38,6.3,5.6,5.5,0,134,"2,441",99.5%
Region,Region 1,All,2018-19,39,6.4,5.7,6.5,1,161,"2,498",> 100%
Region,Region 2,All,2018-19,40,7,6.5,7.2,3,309,"4,332",> 100%
Region,Region 2,All,2018-19,41,7.1,6.5,6.7,1,291,"4,352",> 100%
Region,Region 2,All,2018-19,42,7.2,6.6,6.7,0,296,"4,444",> 100%
Region,Region 2,All,2018-19,43,7.3,6.7,7.3,1,332,"4,585",> 100%
Region,Region 2,All,2018-19,44,7.4,6.9,6.9,1,313,"4,561",> 100%
Region,Region 2,All,2018-19,45,7.5,7,7.9,3,346,"4,407",> 100%
Region,Region 2,All,2018-19,46,7.6,7.1,7.1,1,312,"4,424",> 100%
Region,Region 2,All,2018-19,47,7.7,7.2,6.8,0,308,"4,514",> 100%
Region,Region 2,All,2018-19,48,7.9,7.3,6.7,3,303,"4,590",> 100%
Region,Region 2,All,2018-19,49,8,7.4,7.3,2,335,"4,612",> 100%
Region,Region 2,All,2018-19,50,8.1,7.5,7.3,3,330,"4,552",> 100%
Region,Region 2,All,2018-19,51,8.2,7.7,6.4,5,292,"4,613",> 100%
Region,Region 2,All,2018-19,52,8.3,7.7,8,13,358,"4,657",> 100%
Region,Region 2,All,2018-19,1,8.4,7.8,8.4,14,393,"4,826",> 100%
Region,Region 2,All,2018-19,2,8.4,7.9,8.2,18,366,"4,683",> 100%
Region,Region 2,All,2018-19,3,8.5,8,8.4,23,377,"4,765",> 100%
Region,Region 2,All,2018-19,4,8.6,8,8.2,31,370,"4,903",> 100%
Region,Region 2,All,2018-19,5,8.6,8.1,8.4,41,360,"4,789",> 100%
Region,Region 2,All,2018-19,6,8.6,8.1,8.4,36,381,"4,978",> 100%
Region,Region 2,All,2018-19,7,8.6,8.1,8.3,33,360,"4,720",> 100%
Region,Region 2,All,2018-19,8,8.6,8.1,8.4,36,360,"4,705",> 100%
Region,Region 2,All,2018-19,9,8.6,8.1,7.9,35,338,"4,738",> 100%
Region,Region 2,All,2018-19,10,8.6,8,8.1,40,355,"4,876",> 100%
Region,Region 2,All,2018-19,11,8.5,8,8.5,34,363,"4,662",> 100%
Region,Region 2,All,2018-19,12,8.5,7.9,8.6,36,363,"4,654",> 100%
